item_id,item_name,item_category_id,brand,pack_size_value,pack_size_uom,pack_count,tier,is_perishable,shelf_life_days,mrp_inr,unit_cost_inr,gst_rate
240,Dabur Skin Care 200ml x1 (Economy),31,Dabur,200,ml,1,Economy,0,420,147.27,122.59,0.05
241,Amul Category 96 250g x3 (Economy),96,Amul,250,g,3,Economy,0,403,1396.25,1262.96,0.18
242,Monster Edible Oils 50g x2 (Premium),6,Monster,50,g,2,Premium,0,226,388.43,340.28,0.05
243,Nivea Category 98 250ml x2 (Economy),98,Nivea,250,ml,2,Economy,0,582,1915.88,1525.16,0.18
244,Red Bull Sports 50ml x10 (Regular),57,Red Bull,50,ml,10,Regular,0,673,411.34,355.6,0.12
245,Dabur Disposable 250ml x1 (Regular),43,Dabur,250,ml,1,Regular,0,698,505.74,424.21,0.05
246,Paper Boat Baking Supplies 500g x1 (Regular),25,Paper Boat,500,g,1,Regular,0,337,137.85,123.65,0.0
247,Red Bull Chocolates 1000g x5 (Economy),14,Red Bull,1000,g,5,Economy,0,429,338.68,273.76,0.0
248,Amul Category 96 250g x3 (Regular),96,Amul,250,g,3,Regular,0,658,1389.63,1197.76,0.18
249,Tata Frozen Foods 500ml x1 (Economy),16,Tata,500,ml,1,Economy,1,12,265.92,230.05,0.0
250,Bikaji Fragrances 250g x1 (Regular),78,Bikaji,250,g,1,Regular,0,659,644.13,550.67,0.28
251,ITC Staples 2000ml x10 (Economy),4,ITC,2000,ml,10,Economy,0,570,583.55,517.23,0.0
252,Tata Batteries 250g x1 (Economy),67,Tata,250,g,1,Economy,0,271,529.48,452.37,0.05
253,Lizol Protein 1000ml x1 (Economy),76,Lizol,1000,ml,1,Economy,0,325,290.66,239.09,0.28
254,DMart Meat 100g x5 (Economy),17,DMart,100,g,5,Economy,1,26,133.83,106.39,0.0
255,Lizol Category 95 500ml x1 (Economy),95,Lizol,500,ml,1,Economy,0,543,1555.21,1384.64,0.12
256,Catch Soft Drinks 100ml x2 (Premium),26,Catch,100,ml,2,Premium,0,687,100.87,83.42,0.05
257,Coca-Cola Ready-to-Eat 100g x1 (Regular),11,Coca-Cola,100,g,1,Regular,0,242,60.29,52.34,0.05
258,Dettol Hair Care 750g x2 (Regular),30,Dettol,750,g,2,Regular,0,242,511.73,436.64,0.0
259,Nestlé Category 94 250g x4 (Economy),94,Nestlé,250,g,4,Economy,0,358,1285.57,1034.03,0.18
260,"Coca-Cola Sugar, Jaggery 2000g x10 (Premium)",8,Coca-Cola,2000,g,10,Premium,0,230,920.26,799.17,0.05
261,Tropicana Bath Linen 100ml x1 (Regular),54,Tropicana,100,ml,1,Regular,0,174,485.01,389.07,0.12
262,"Tata Tea, Coffee 2000g x1 (Economy)",9,Tata,2000,g,1,Economy,0,562,113.78,101.8,0.05
263,Britannia Bath Linen 100ml x2 (Economy),54,Britannia,100,ml,2,Economy,0,585,581.41,526.47,0.12
264,Lizol Packaged Foods 200g x24 (Regular),10,Lizol,200,g,24,Regular,0,293,69.36,63.12,0.05
265,Colgate Pet Food Premium 1000ml x3 (Regular),88,Colgate,1000,ml,3,Regular,0,170,738.15,615.1,0.18
266,Amul Pooja Items 2000g x4 (Economy),83,Amul,2000,g,4,Economy,0,592,2002.44,1814.97,0.12
267,Catch Category 97 2000ml x1 (Regular),97,Catch,2000,ml,1,Regular,0,170,1138.75,975.13,0.28
268,Nivea Cosmetics 250g x1 (Economy),77,Nivea,250,g,1,Economy,0,457,1834.78,1623.48,0.12
269,DMart Water 750ml x5 (Economy),27,DMart,750,ml,5,Economy,0,545,464.78,404.68,0.05
270,Lifebuoy Men's Grooming 200g x10 (Premium),33,Lifebuoy,200,g,10,Premium,0,628,655.41,596.18,0.12
271,"Everest Sauces, Ketchup 50ml x10 (Premium)",22,Everest,50,ml,10,Premium,0,704,261.38,211.92,0.0
272,ITC Health 250ml x1 (Economy),36,ITC,250,ml,1,Economy,0,580,159.43,127.48,0.05
273,Lizol Frozen Foods 500ml x3 (Regular),16,Lizol,500,ml,3,Regular,1,13,304.17,253.26,0.05
274,Fortune Category 91 1000ml x12 (Economy),91,Fortune,1000,ml,12,Economy,0,465,4697.77,3767.27,0.12
275,Lizol Hair Care 1000ml x3 (Economy),30,Lizol,1000,ml,3,Economy,0,120,595.95,488.32,0.05
276,Colgate Pickles 500g x4 (Regular),23,Colgate,500,g,4,Regular,0,716,444.1,363.22,0.05
277,Bikaji Kids Snacks 100g x2 (Regular),87,Bikaji,100,g,2,Regular,0,461,1926.82,1536.15,0.18
278,Catch Dry Fruits 50g x10 (Economy),24,Catch,50,g,10,Economy,0,673,228.39,205.57,0.05
279,Surf Excel Hair Care 100ml x1 (Regular),30,Surf Excel,100,ml,1,Regular,0,113,253.43,218.23,0.0
280,Surf Excel Home Appliances 1000ml x1 (Regular),48,Surf Excel,1000,ml,1,Regular,0,144,895.26,818.26,0.12
281,Britannia Travel 2000g x2 (Premium),58,Britannia,2000,g,2,Premium,0,324,1111.38,886.27,0.12
282,Ariel Hair Care 100ml x2 (Economy),30,Ariel,100,ml,2,Economy,0,133,278.79,227.61,0.05
283,MDH Ice Cream 1000g x1 (Regular),15,MDH,1000,g,1,Regular,1,11,529.1,471.75,0.0
284,Haldiram Electricals 100g x4 (Regular),47,Haldiram,100,g,4,Regular,0,249,155.27,125.64,0.05
285,ITC Ready-to-Eat 1000g x1 (Economy),11,ITC,1000,g,1,Economy,0,459,99.2,84.33,0.0
286,Everest Electricals 1000ml x1 (Economy),47,Everest,1000,ml,1,Economy,0,442,178.9,153.97,0.05
287,Red Bull Kitchen Appliances 500ml x4 (Regular),49,Red Bull,500,ml,4,Regular,0,473,383.12,308.22,0.05
288,Nivea Kitchen Appliances 500ml x3 (Premium),49,Nivea,500,ml,3,Premium,0,468,532.21,486.91,0.12
289,Dove Dry Fruits 500ml x10 (Regular),24,Dove,500,ml,10,Regular,0,649,395.28,339.53,0.05
290,Catch Personal Care 500g x2 (Regular),28,Catch,500,g,2,Regular,0,664,327.86,262.02,0.05
291,Everest Health Drinks 2000g x1 (Regular),18,Everest,2000,g,1,Regular,0,172,210.93,170.77,0.0
292,Ariel Electronics Accessories 750g x2 (Regular),65,Ariel,750,g,2,Regular,0,415,726.06,578.25,0.05
293,ITC Sports 750g x1 (Regular),57,ITC,750,g,1,Regular,0,359,419.35,373.16,0.12
294,Bikaji Bath Linen 750ml x3 (Premium),54,Bikaji,750,ml,3,Premium,0,510,1445.75,1206.63,0.12
295,Lizol Category 94 250g x1 (Economy),94,Lizol,250,g,1,Economy,0,491,1024.6,921.91,0.28
296,Lifebuoy Shaving 1000ml x1 (Economy),79,Lifebuoy,1000,ml,1,Economy,0,468,2241.56,1838.83,0.18
297,Appy Hair Care 500ml x12 (Regular),30,Appy,500,ml,12,Regular,0,114,711.63,605.02,0.05
298,Everest Festive Packs 100g x10 (Regular),62,Everest,100,g,10,Regular,0,241,695.73,608.86,0.18
299,Nestlé Kitchen Appliances 2000g x1 (Premium),49,Nestlé,2000,g,1,Premium,0,632,574.24,487.46,0.05
300,Himalaya Laundry Detergent 750ml x1 (Regular),39,Himalaya,750,ml,1,Regular,0,556,447.69,407.76,0.05
301,"Britannia Tea, Coffee 750g x2 (Regular)",9,Britannia,750,g,2,Regular,0,279,117.77,94.15,0.05
302,Lizol Health 500g x10 (Regular),36,Lizol,500,g,10,Regular,0,504,349.59,297.13,0.05
303,Saffola Ice Cream 500g x3 (Economy),15,Saffola,500,g,3,Economy,1,27,391.19,305.86,0.05
304,Parle Lighting 50g x3 (Regular),68,Parle,50,g,3,Regular,0,700,831.17,684.02,0.05
305,Pepsi Footwear 100g x1 (Regular),59,Pepsi,100,g,1,Regular,0,615,361.11,330.31,0.18
306,Dove Snacks 50g x3 (Economy),12,Dove,50,g,3,Economy,0,126,42.07,37.18,0.0
307,Patanjali Edible Oils 50ml x2 (Regular),6,Patanjali,50,ml,2,Regular,0,294,303.95,272.43,0.0
308,Colgate Spices 1000ml x2 (Premium),7,Colgate,1000,ml,2,Premium,0,430,742.64,592.79,0.0
309,Britannia Electronics Accessories 50g x24 (Regular),65,Britannia,50,g,24,Regular,0,345,684.87,608.23,0.12
310,ITC Pet Food Premium 100g x2 (Regular),88,ITC,100,g,2,Regular,0,476,448.68,357.11,0.18
311,Saffola Breakfast Cereals 50g x6 (Regular),20,Saffola,50,g,6,Regular,0,561,115.02,91.3,0.0
312,Pears Spices 100ml x1 (Economy),7,Pears,100,ml,1,Economy,0,286,263.6,233.35,0.0
313,Tropicana Gardening 200ml x3 (Economy),56,Tropicana,200,ml,3,Economy,0,631,773.53,681.11,0.18
314,Aashirvaad Home Care 200ml x1 (Economy),38,Aashirvaad,200,ml,1,Economy,0,666,226.18,203.02,0.12
315,Nestlé Pet Care 250ml x1 (Premium),46,Nestlé,250,ml,1,Premium,0,376,603.1,533.38,0.12
316,Fortune Health 250ml x1 (Economy),36,Fortune,250,ml,1,Economy,0,112,179.05,156.18,0.05
317,Britannia Lighting 50g x10 (Economy),68,Britannia,50,g,10,Economy,0,114,1011.31,844.46,0.12
318,Tata Stationery 100ml x1 (Economy),44,Tata,100,ml,1,Economy,0,432,516.01,408.69,0.05
319,Lifebuoy Batteries 100g x1 (Economy),67,Lifebuoy,100,g,1,Economy,0,687,429.97,342.2,0.05
320,Paper Boat Storage 250ml x1 (Regular),51,Paper Boat,250,ml,1,Regular,0,288,61.31,47.97,0.05
321,Kellogg's Bath Linen 250g x3 (Economy),54,Kellogg's,250,g,3,Economy,0,192,794.46,680.9,0.12
322,Bikaji Footwear 2000g x1 (Regular),59,Bikaji,2000,g,1,Regular,0,712,770.92,645.7,0.05
323,Dabur Disposable 1000ml x12 (Regular),43,Dabur,1000,ml,12,Regular,0,636,1200.55,1091.34,0.05
324,Patanjali Baking Supplies 250g x10 (Economy),25,Patanjali,250,g,10,Economy,0,147,175.26,149.32,0.05
325,Appy Personal Care 750g x12 (Regular),28,Appy,750,g,12,Regular,0,435,568.38,477.49,0.0
326,Tropicana Dairy 750ml x2 (Regular),2,Tropicana,750,ml,2,Regular,1,3,245.02,213.81,0.0
327,Lizol Bakery 2000g x1 (Regular),3,Lizol,2000,g,1,Regular,1,19,606.1,503.12,0.05
328,Parle Men's Grooming 2000g x1 (Regular),33,Parle,2000,g,1,Regular,0,527,513.73,447.88,0.18
329,Catch Batteries 500g x4 (Economy),67,Catch,500,g,4,Economy,0,416,843.39,675.17,0.05
330,Bikaji Gardening 2000ml x10 (Regular),56,Bikaji,2000,ml,10,Regular,0,414,1884.35,1723.81,0.18
331,Pepsi Water 200g x1 (Regular),27,Pepsi,200,g,1,Regular,0,359,206.93,189.85,0.0
332,Bikaji Baby Care 750ml x2 (Economy),35,Bikaji,750,ml,2,Economy,0,247,412.38,345.2,0.05
333,Harpic Books 1000g x4 (Regular),72,Harpic,1000,g,4,Regular,0,492,1303.06,1080.63,0.12
334,Pears Electronics Accessories 250g x24 (Economy),65,Pears,250,g,24,Economy,0,432,843.71,713.29,0.05
335,Pepsi Pet Care 750g x2 (Regular),46,Pepsi,750,g,2,Regular,0,510,743.79,612.35,0.18
336,Tata Organic 50ml x3 (Regular),73,Tata,50,ml,3,Regular,0,297,360.37,320.41,0.18
337,Dettol Category 95 750g x10 (Regular),95,Dettol,750,g,10,Regular,0,637,2570.91,2265.22,0.18
338,ITC Electricals 500g x2 (Economy),47,ITC,500,g,2,Economy,0,680,211.96,182.98,0.05
339,Surf Excel Category 93 500g x24 (Economy),93,Surf Excel,500,g,24,Economy,0,432,1713.28,1487.27,0.12
340,Everest Pulses 750g x4 (Premium),5,Everest,750,g,4,Premium,0,546,537.63,489.89,0.05
341,Parle School Essentials 50g x1 (Economy),64,Parle,50,g,1,Economy,0,196,53.81,47.55,0.12
342,Colgate Spices 1000g x3 (Regular),7,Colgate,1000,g,3,Regular,0,397,611.79,488.68,0.05
343,MDH Ice Cream 100ml x2 (Regular),15,MDH,100,ml,2,Regular,1,21,279.88,232.71,0.05
344,Lifebuoy Pickles 1000g x1 (Economy),23,Lifebuoy,1000,g,1,Economy,0,242,352.36,309.67,0.05
345,"Monster Sugar, Jaggery 2000g x1 (Economy)",8,Monster,2000,g,1,Economy,0,303,532.82,431.87,0.0
346,DMart Sports 50ml x2 (Regular),57,DMart,50,ml,2,Regular,0,242,306.34,263.81,0.12
347,Haldiram Dry Fruits 100ml x1 (Economy),24,Haldiram,100,ml,1,Economy,0,337,128.9,116.62,0.05
348,Sunfeast Ready-to-Eat 50ml x1 (Regular),11,Sunfeast,50,ml,1,Regular,0,566,57.65,51.94,0.0
349,Ariel Ice Cream 250g x3 (Economy),15,Ariel,250,g,3,Economy,1,24,339.34,308.18,0.0
350,Red Bull Dairy 500ml x6 (Premium),2,Red Bull,500,ml,6,Premium,1,12,283.85,255.08,0.0
351,Dove Category 91 50g x2 (Regular),91,Dove,50,g,2,Regular,0,630,2470.02,2139.34,0.12
352,Saffola Category 90 200g x3 (Economy),90,Saffola,200,g,3,Economy,0,285,1816.6,1633.23,0.18
353,ITC Meat 500ml x1 (Regular),17,ITC,500,ml,1,Regular,1,20,162.71,140.8,0.05
354,Catch Cleaning Tools 1000g x1 (Economy),55,Catch,1000,g,1,Economy,0,376,243.34,194.24,0.05
355,Surf Excel Bakery 250g x2 (Premium),3,Surf Excel,250,g,2,Premium,1,27,439.09,345.67,0.05
356,ITC Dry Fruits 100ml x6 (Economy),24,ITC,100,ml,6,Economy,0,500,220.36,186.47,0.0
357,DMart Bedding 200g x4 (Economy),53,DMart,200,g,4,Economy,0,655,206.77,167.85,0.05
358,Fortune Ice Cream 750ml x5 (Regular),15,Fortune,750,ml,5,Regular,1,19,665.8,555.22,0.0
359,Nivea Pickles 250ml x10 (Economy),23,Nivea,250,ml,10,Economy,0,435,360.68,330.64,0.05
360,"Dabur Tea, Coffee 2000ml x1 (Regular)",9,Dabur,2000,ml,1,Regular,0,560,153.31,130.18,0.0
361,Pepsi Packaged Foods 100ml x1 (Premium),10,Pepsi,100,ml,1,Premium,0,676,42.17,35.79,0.0
362,Fortune Fresh Produce 100g x24 (Regular),1,Fortune,100,g,24,Regular,1,7,240.54,190.07,0.05
363,Haldiram Pickles 100g x3 (Regular),23,Haldiram,100,g,3,Regular,0,149,299.67,237.62,0.0
364,Tata Hair Care 200ml x2 (Regular),30,Tata,200,ml,2,Regular,0,151,408.52,325.35,0.05
365,Haldiram Hair Care 2000g x1 (Economy),30,Haldiram,2000,g,1,Economy,0,616,469.67,400.94,0.0
366,Pears Baby Food 50g x2 (Regular),19,Pears,50,g,2,Regular,0,667,49.12,39.17,0.05
367,Britannia Laundry Detergent 1000g x1 (Regular),39,Britannia,1000,g,1,Regular,0,498,450.19,381.41,0.18
368,Ariel Dairy 2000ml x1 (Economy),2,Ariel,2000,ml,1,Economy,1,15,230.25,211.32,0.05
369,Lifebuoy Oral Care 100g x5 (Economy),29,Lifebuoy,100,g,5,Economy,0,508,47.03,39.14,0.0
370,Patanjali Pet Care 200g x1 (Premium),46,Patanjali,200,g,1,Premium,0,429,594.98,546.0,0.12
371,Parle Festive Packs 50g x2 (Economy),62,Parle,50,g,2,Economy,0,173,452.89,368.98,0.05
372,Harpic Category 99 750ml x3 (Economy),99,Harpic,750,ml,3,Economy,0,638,2899.65,2612.09,0.18
373,Coca-Cola Skin Care 100ml x3 (Regular),31,Coca-Cola,100,ml,3,Regular,0,332,185.94,165.48,0.12
374,Harpic Pet Food Premium 50ml x6 (Economy),88,Harpic,50,ml,6,Economy,0,474,462.3,361.62,0.18
375,Dettol Pooja Items 50ml x3 (Premium),83,Dettol,50,ml,3,Premium,0,408,1530.72,1317.46,0.12
376,"Fortune Tea, Coffee 250ml x4 (Economy)",9,Fortune,250,ml,4,Economy,0,445,112.76,101.65,0.0
377,Monster Health 100ml x10 (Regular),36,Monster,100,ml,10,Regular,0,294,197.89,156.69,0.05
378,Aashirvaad Ice Cream 250g x2 (Economy),15,Aashirvaad,250,g,2,Economy,1,5,383.62,318.16,0.05
379,Catch Mobile Accessories 200g x5 (Regular),66,Catch,200,g,5,Regular,0,106,532.13,489.11,0.05
380,Monster Footwear 100g x6 (Economy),59,Monster,100,g,6,Economy,0,270,546.08,500.07,0.12
381,Pepsi Category 94 1000g x1 (Regular),94,Pepsi,1000,g,1,Regular,0,588,1265.54,1153.53,0.18
382,Fortune Staples 500g x2 (Regular),4,Fortune,500,g,2,Regular,0,416,327.24,257.94,0.0
383,Tropicana Skin Care 500g x10 (Regular),31,Tropicana,500,g,10,Regular,0,335,287.77,225.92,0.12
384,Parle Baking Supplies 250g x3 (Regular),25,Parle,250,g,3,Regular,0,127,149.56,117.18,0.0
385,Patanjali Storage 50g x5 (Regular),51,Patanjali,50,g,5,Regular,0,611,60.98,53.5,0.12
386,Parle Laundry Detergent 50ml x12 (Economy),39,Parle,50,ml,12,Economy,0,217,336.41,294.42,0.12
387,Aashirvaad Kitchen Essentials 2000g x1 (Premium),42,Aashirvaad,2000,g,1,Premium,0,418,109.53,87.67,0.12
388,Coca-Cola Packaged Foods 750ml x24 (Regular),10,Coca-Cola,750,ml,24,Regular,0,243,85.65,70.12,0.0
389,Colgate Pet Food Premium 750ml x12 (Premium),88,Colgate,750,ml,12,Premium,0,377,1394.48,1215.32,0.18
390,"Everest Sauces, Ketchup 500ml x5 (Premium)",22,Everest,500,ml,5,Premium,0,438,337.36,303.54,0.05
391,Saffola Personal Care 500ml x2 (Regular),28,Saffola,500,ml,2,Regular,0,413,404.76,316.16,0.05
392,Patanjali Ice Cream 200g x4 (Regular),15,Patanjali,200,g,4,Regular,1,20,381.26,333.59,0.05
393,Red Bull Noodles 500g x1 (Economy),21,Red Bull,500,g,1,Economy,0,711,149.76,124.41,0.05
394,Nivea Soft Drinks 1000g x1 (Economy),26,Nivea,1000,g,1,Economy,0,155,101.84,87.06,0.05
395,Surf Excel Health Drinks 750ml x6 (Premium),18,Surf Excel,750,ml,6,Premium,0,237,347.51,298.01,0.0
396,Ariel Bath 100ml x5 (Economy),32,Ariel,100,ml,5,Economy,0,295,254.73,232.28,0.12
397,Kissan Plastics 500g x3 (Regular),71,Kissan,500,g,3,Regular,0,126,1081.99,987.84,0.18
398,Tropicana Books 500ml x2 (Regular),72,Tropicana,500,ml,2,Regular,0,311,954.99,749.98,0.12
399,Saffola Pet Care 1000g x1 (Regular),46,Saffola,1000,g,1,Regular,0,571,712.83,560.78,0.12
400,Himalaya Air Fresheners 200ml x1 (Economy),41,Himalaya,200,ml,1,Economy,0,569,564.59,484.82,0.05
401,Everest Toys 750g x12 (Regular),45,Everest,750,g,12,Regular,0,290,1005.92,869.49,0.05
402,Patanjali OTC Medicines 2000ml x1 (Economy),37,Patanjali,2000,ml,1,Economy,0,255,1293.15,1022.59,0.05
403,Lizol Pulses 750g x1 (Regular),5,Lizol,750,g,1,Regular,0,374,338.1,310.92,0.05
404,Catch Spices 750g x6 (Economy),7,Catch,750,g,6,Economy,0,93,504.96,413.22,0.0
405,Colgate Women's Hygiene 750g x1 (Regular),34,Colgate,750,g,1,Regular,0,366,1070.91,892.16,0.05
406,MDH Pulses 200g x1 (Premium),5,MDH,200,g,1,Premium,0,703,314.44,267.48,0.0
407,"Paper Boat Tea, Coffee 750ml x1 (Economy)",9,Paper Boat,750,ml,1,Economy,0,636,92.67,73.64,0.05
408,Colgate Home Appliances 200ml x2 (Economy),48,Colgate,200,ml,2,Economy,0,556,601.02,520.81,0.12
409,Ariel Value Packs 100ml x1 (Economy),89,Ariel,100,ml,1,Economy,0,220,2296.12,1905.12,0.18
410,Surf Excel Bakery 250ml x2 (Premium),3,Surf Excel,250,ml,2,Premium,1,29,402.93,332.06,0.0
411,Aashirvaad Toys 1000g x24 (Regular),45,Aashirvaad,1000,g,24,Regular,0,144,1196.42,980.34,0.12
412,Paper Boat Bath 100g x3 (Regular),32,Paper Boat,100,g,3,Regular,0,311,219.86,193.18,0.18
413,Red Bull Bakery 250g x5 (Economy),3,Red Bull,250,g,5,Economy,1,5,350.43,284.61,0.05
414,Sunfeast School Essentials 100g x1 (Economy),64,Sunfeast,100,g,1,Economy,0,204,48.72,41.64,0.12
415,Monster Gardening 750ml x3 (Regular),56,Monster,750,ml,3,Regular,0,219,1211.69,1077.99,0.18
416,Himalaya Diabetic Care 250g x4 (Premium),86,Himalaya,250,g,4,Premium,0,229,3063.95,2536.17,0.28
417,Haldiram Storage 2000ml x1 (Premium),51,Haldiram,2000,ml,1,Premium,0,94,110.49,101.6,0.12
418,Pepsi Sports 250g x4 (Economy),57,Pepsi,250,g,4,Economy,0,140,320.68,277.08,0.12
419,Tropicana Baking Supplies 2000ml x2 (Economy),25,Tropicana,2000,ml,2,Economy,0,488,228.37,194.19,0.05
420,Surf Excel Disposable 1000g x1 (Economy),43,Surf Excel,1000,g,1,Economy,0,621,845.06,759.61,0.05
421,Dabur Electricals 2000g x12 (Regular),47,Dabur,2000,g,12,Regular,0,246,427.09,377.34,0.12
422,"Everest Sugar, Jaggery 500g x12 (Regular)",8,Everest,500,g,12,Regular,0,104,578.15,477.59,0.05
423,ITC Biscuits 500ml x4 (Regular),13,ITC,500,ml,4,Regular,0,510,436.95,392.6,0.05
424,Ariel Frozen Foods 100ml x1 (Economy),16,Ariel,100,ml,1,Economy,1,19,166.83,147.17,0.0
425,Everest Pet Care 50ml x5 (Regular),46,Everest,50,ml,5,Regular,0,463,625.37,548.58,0.18
426,Kissan Dishwash 1000ml x1 (Regular),40,Kissan,1000,ml,1,Regular,0,712,154.22,128.1,0.18
427,"MDH Sauces, Ketchup 50ml x4 (Economy)",22,MDH,50,ml,4,Economy,0,210,165.34,133.59,0.0
428,Parle Electronics Accessories 2000ml x4 (Economy),65,Parle,2000,ml,4,Economy,0,642,918.94,828.29,0.12
429,Sunfeast Bath Linen 2000ml x1 (Economy),54,Sunfeast,2000,ml,1,Economy,0,601,920.46,776.67,0.05
430,"Paper Boat Tea, Coffee 200ml x1 (Premium)",9,Paper Boat,200,ml,1,Premium,0,368,95.62,76.27,0.0
431,Kellogg's Electronics Accessories 500g x5 (Regular),65,Kellogg's,500,g,5,Regular,0,360,768.73,682.04,0.05
432,Red Bull Noodles 1000g x24 (Economy),21,Red Bull,1000,g,24,Economy,0,93,322.84,282.28,0.05
433,Monster Men's Grooming 500g x12 (Economy),33,Monster,500,g,12,Economy,0,444,596.94,480.53,0.05
434,MDH Snacks 750ml x1 (Regular),12,MDH,750,ml,1,Regular,0,303,62.18,49.48,0.0
435,Pears Personal Care 750ml x2 (Economy),28,Pears,750,ml,2,Economy,0,251,325.89,278.31,0.0
436,Britannia Frozen Foods 250ml x1 (Regular),16,Britannia,250,ml,1,Regular,1,5,229.77,200.55,0.05
437,DMart Footwear 250g x4 (Premium),59,DMart,250,g,4,Premium,0,527,863.11,776.14,0.12
438,Tropicana Stationery 500ml x1 (Premium),44,Tropicana,500,ml,1,Premium,0,528,875.18,778.22,0.05
439,Monster Fragrances 500ml x3 (Regular),78,Monster,500,ml,3,Regular,0,166,1021.21,937.06,0.18
440,Ariel Ready-to-Eat 200g x3 (Economy),11,Ariel,200,g,3,Economy,0,202,84.04,74.38,0.0
441,Saffola Disposable 1000ml x3 (Economy),43,Saffola,1000,ml,3,Economy,0,424,817.21,673.33,0.12
442,Surf Excel Women's Hygiene 2000ml x10 (Regular),34,Surf Excel,2000,ml,10,Regular,0,541,2028.95,1743.14,0.12
443,Nestlé Women's Hygiene 750ml x3 (Economy),34,Nestlé,750,ml,3,Economy,0,296,1267.61,1075.02,0.05
444,Patanjali Seasonal Specials 2000ml x24 (Economy),61,Patanjali,2000,ml,24,Economy,0,467,1004.98,863.35,0.12
445,Himalaya Oral Care 100g x4 (Regular),29,Himalaya,100,g,4,Regular,0,612,59.79,48.95,0.05
446,Dove Cleaning Tools 100g x10 (Economy),55,Dove,100,g,10,Economy,0,339,213.76,177.5,0.12
447,Colgate Baby Food 750g x2 (Regular),19,Colgate,750,g,2,Regular,0,240,77.39,66.95,0.0
448,"Aashirvaad Tea, Coffee 100ml x1 (Regular)",9,Aashirvaad,100,ml,1,Regular,0,521,62.38,52.01,0.05
449,Amul Mobile Accessories 1000ml x3 (Economy),66,Amul,1000,ml,3,Economy,0,350,712.9,604.0,0.18
450,Dove Home Care 100ml x5 (Premium),38,Dove,100,ml,5,Premium,0,313,376.18,306.13,0.18
451,Paper Boat Meat 250g x1 (Economy),17,Paper Boat,250,g,1,Economy,1,14,145.5,133.23,0.0
452,Patanjali Bath 200ml x1 (Regular),32,Patanjali,200,ml,1,Regular,0,143,218.48,200.27,0.18
453,Saffola Home Appliances 250g x5 (Economy),48,Saffola,250,g,5,Economy,0,545,751.56,683.59,0.12
454,Britannia Meat 2000ml x3 (Economy),17,Britannia,2000,ml,3,Economy,1,25,263.83,224.06,0.05
455,Colgate Snacks 250ml x2 (Regular),12,Colgate,250,ml,2,Regular,0,274,50.81,43.16,0.0
456,Dettol Category 98 2000ml x1 (Regular),98,Dettol,2000,ml,1,Regular,0,255,2944.41,2690.21,0.18
457,Lizol Snacks 100g x12 (Economy),12,Lizol,100,g,12,Economy,0,714,57.13,50.62,0.0
458,Parle Pickles 200g x24 (Regular),23,Parle,200,g,24,Regular,0,343,445.34,409.08,0.0
459,Amul Personal Care 500ml x1 (Regular),28,Amul,500,ml,1,Regular,0,483,338.82,269.15,0.0
460,Haldiram Energy Drinks 1000g x1 (Economy),75,Haldiram,1000,g,1,Economy,0,352,3784.31,2955.92,0.12
461,Dabur Baby Food 2000g x10 (Regular),19,Dabur,2000,g,10,Regular,0,435,144.91,133.25,0.05
462,Appy Ice Cream 50g x1 (Economy),15,Appy,50,g,1,Economy,1,11,222.36,195.05,0.0
463,"Appy Tea, Coffee 250ml x3 (Premium)",9,Appy,250,ml,3,Premium,0,324,125.1,107.66,0.05
464,Dettol Festive Packs 50ml x1 (Regular),62,Dettol,50,ml,1,Regular,0,116,484.36,381.04,0.12
465,DMart Kitchen Essentials 500g x1 (Regular),42,DMart,500,g,1,Regular,0,524,64.71,55.84,0.05
466,Britannia Edible Oils 2000ml x1 (Economy),6,Britannia,2000,ml,1,Economy,0,414,510.17,431.35,0.0
467,Nivea Bath 100g x3 (Economy),32,Nivea,100,g,3,Economy,0,200,207.53,183.28,0.12
468,Dettol Category 98 50ml x1 (Regular),98,Dettol,50,ml,1,Regular,0,627,1328.25,1084.1,0.18
469,Ariel Masks 500g x1 (Regular),84,Ariel,500,g,1,Regular,0,333,2874.67,2300.51,0.18
470,Tata Kitchen Essentials 100ml x1 (Economy),42,Tata,100,ml,1,Economy,0,562,46.39,38.46,0.05
471,Haldiram Frozen Foods 50ml x2 (Economy),16,Haldiram,50,ml,2,Economy,1,8,229.55,187.75,0.05
472,Lifebuoy Stationery 250ml x4 (Economy),44,Lifebuoy,250,ml,4,Economy,0,359,731.82,624.99,0.05
473,Monster OTC Medicines 500g x1 (Regular),37,Monster,500,g,1,Regular,0,552,888.09,754.72,0.12
474,Everest Category 93 2000ml x1 (Economy),93,Everest,2000,ml,1,Economy,0,692,1146.16,943.79,0.12
475,Kellogg's Fresh Produce 100g x1 (Economy),1,Kellogg's,100,g,1,Economy,1,16,128.39,111.51,0.0
476,Colgate Noodles 2000g x4 (Economy),21,Colgate,2000,g,4,Economy,0,583,282.4,255.49,0.05
477,Nestlé Personal Care 50ml x4 (Regular),28,Nestlé,50,ml,4,Regular,0,284,251.31,209.76,0.0
478,Appy Travel 500g x2 (Regular),58,Appy,500,g,2,Regular,0,592,687.74,614.01,0.05
479,Surf Excel Seasonal Specials 250g x3 (Economy),61,Surf Excel,250,g,3,Economy,0,322,410.67,369.25,0.12
480,Appy Footwear 1000ml x1 (Premium),59,Appy,1000,ml,1,Premium,0,494,758.86,634.02,0.18
